date,value,type
2021-08-01,6.78,linear
2021-08-02,6.79,linear
2021-08-03,6.8,linear
2021-08-04,6.8100000000000005,linear
2021-08-05,6.82,linear
2021-08-06,6.83,linear
2021-08-07,6.84,linear
2021-08-08,6.8500000000000005,linear
2021-08-09,6.86,linear
2021-08-10,6.87,linear
2021-08-11,6.88,linear
2021-08-12,6.89,linear
2021-08-13,6.9,linear
2021-08-14,6.91,linear
2021-08-15,6.92,linear
2021-08-16,6.93,linear
2021-08-17,6.94,linear
2021-08-18,6.95,linear
2021-08-19,6.96,linear
2021-08-20,6.97,linear
2021-08-21,6.98,linear
2021-08-22,6.99,linear
2021-08-23,7.0,linear
2021-08-24,7.01,linear
2021-08-25,7.0200000000000005,linear
2021-08-26,7.03,linear
2021-08-27,7.04,linear
2021-08-28,7.05,linear
2021-08-29,7.0600000000000005,linear
2021-08-30,7.07,linear
2021-08-31,7.08,linear
2021-09-01,7.09,linear
2021-09-02,7.1000000000000005,linear
2021-09-03,7.11,linear
2021-09-04,7.12,linear
2021-09-05,7.13,linear
2021-09-06,7.140000000000001,linear
2021-09-07,7.15,linear
2021-09-08,7.16,linear
2021-09-09,7.17,linear
2021-09-10,7.18,linear
2021-09-11,7.19,linear
2021-09-12,7.2,linear
2021-09-13,7.21,linear
2021-09-14,7.22,linear
2021-09-15,7.23,linear
2021-09-16,7.24,linear
2021-09-17,7.25,linear
2021-09-18,7.26,linear
2021-09-19,7.2700000000000005,linear
2021-09-20,7.28,linear
2021-09-21,7.29,linear
2021-09-22,7.3,linear
2021-09-23,7.3100000000000005,linear
2021-09-24,7.32,linear
2021-09-25,7.33,linear
2021-09-26,7.34,linear
2021-09-27,7.3500000000000005,linear
2021-09-28,7.36,linear
2021-09-29,7.37,linear
2021-09-30,7.38,linear
2021-10-01,7.390000000000001,linear
2021-10-02,7.4,linear
2021-10-03,7.41,linear
2021-10-04,7.42,linear
2021-10-05,7.43,linear
2021-10-06,7.44,linear
2021-10-07,7.45,linear
2021-10-08,7.46,linear
2021-10-09,7.47,linear
2021-10-10,7.48,linear
2021-10-11,7.49,linear
2021-10-12,7.5,linear
2021-10-13,7.51,linear
2021-10-14,7.5200000000000005,linear
2021-10-15,7.53,linear
2021-10-16,7.54,linear
2021-10-17,7.55,linear
2021-10-18,7.5600000000000005,linear
2021-10-19,7.57,linear
2021-10-20,7.58,linear
2021-10-21,7.59,linear
2021-10-22,7.6000000000000005,linear
2021-10-23,7.61,linear
2021-10-24,7.62,linear
2021-10-25,7.63,linear
2021-10-26,7.640000000000001,linear
2021-10-27,7.65,linear
2021-10-28,7.66,linear
2021-10-29,7.67,linear
2021-10-30,7.68,linear
2021-10-31,7.69,linear
2021-11-01,7.7,linear
2021-11-02,7.71,linear
2021-11-03,7.72,linear
2021-11-04,7.73,linear
2021-11-05,7.74,linear
2021-11-06,7.75,linear
2021-11-07,7.76,linear
2021-11-08,7.7700000000000005,linear
2021-11-09,7.78,linear
2021-11-10,7.79,linear
2021-11-11,7.8,linear
2021-11-12,7.8100000000000005,linear
2021-11-13,7.82,linear
2021-11-14,7.83,linear
2021-11-15,7.84,linear
2021-11-16,7.8500000000000005,linear
2021-11-17,7.86,linear
2021-11-18,7.87,linear
2021-11-19,7.88,linear
2021-11-20,7.890000000000001,linear
2021-11-21,7.9,linear
2021-11-22,7.91,linear
2021-11-23,7.92,linear
2021-11-24,7.93,linear
2021-11-25,7.94,linear
2021-11-26,7.95,linear
2021-11-27,7.96,linear
2021-11-28,7.97,linear
2021-11-29,7.98,linear
2021-11-30,7.99,linear
2021-12-01,8.0,linear
2021-12-02,8.01,linear
2021-12-03,8.02,linear
2021-12-04,8.030000000000001,linear
2021-12-05,8.04,linear
2021-12-06,8.05,linear
2021-12-07,8.06,linear
2021-12-08,8.07,linear
2021-12-09,8.08,linear
2021-12-10,8.09,linear
2021-12-11,8.100000000000001,linear
2021-12-12,8.11,linear
2021-12-13,8.120000000000001,linear
2021-12-14,8.129999999999999,linear
2021-12-15,8.14,linear
2021-12-16,8.15,linear
2021-12-17,8.16,linear
2021-12-18,8.17,linear
2021-12-19,8.18,linear
2021-12-20,8.190000000000001,linear
2021-12-21,8.2,linear
2021-12-22,8.21,linear
2021-12-23,8.219999999999999,linear
2021-12-24,8.23,linear
2021-12-25,8.24,linear
2021-12-26,8.25,linear
2021-12-27,8.26,linear
2021-12-28,8.27,linear
2021-12-29,8.280000000000001,linear
2021-12-30,8.29,linear
2021-12-31,8.3,linear
2022-01-01,8.31,linear
2022-01-02,8.32,linear
2022-01-03,8.33,linear
2022-01-04,8.34,linear
2022-01-05,8.350000000000001,linear
2022-01-06,8.36,linear
2022-01-07,8.370000000000001,linear
2022-01-08,8.379999999999999,linear
2022-01-09,8.39,linear
2022-01-10,8.4,linear
2022-01-11,8.41,linear
2022-01-12,8.42,linear
2022-01-13,8.43,linear
2022-01-14,8.440000000000001,linear
2022-01-15,8.45,linear
2022-01-16,8.46,linear
2022-01-17,8.469999999999999,linear
2022-01-18,8.48,linear
2022-01-19,8.49,linear
2022-01-20,8.5,linear
2022-01-21,8.51,linear
2022-01-22,8.52,linear
2022-01-23,8.530000000000001,linear
2022-01-24,8.54,linear
2022-01-25,8.55,linear
2022-01-26,8.56,linear
2022-01-27,8.57,linear
2022-01-28,8.58,linear
2022-01-29,8.59,linear
2022-01-30,8.600000000000001,linear
2022-01-31,8.61,linear
2022-02-01,8.620000000000001,linear
2022-02-02,8.629999999999999,linear
2022-02-03,8.64,linear
2022-02-04,8.65,linear
2022-02-05,8.66,linear
2022-02-06,8.67,linear
2022-02-07,8.68,linear
2022-02-08,8.690000000000001,linear
2022-02-09,8.7,linear
2022-02-10,8.71,linear
2022-02-11,8.719999999999999,linear
2022-02-12,8.73,linear
2022-02-13,8.74,linear
2022-02-14,8.75,linear
2022-02-15,8.76,linear
2022-02-16,8.77,linear
2022-02-17,8.780000000000001,linear
2022-02-18,8.79,linear
2022-02-19,8.8,linear
2022-02-20,8.81,linear
2022-02-21,8.82,linear
2022-02-22,8.83,linear
2022-02-23,8.84,linear
2022-02-24,8.850000000000001,linear
2022-02-25,8.86,linear
2022-02-26,8.870000000000001,linear
2022-02-27,8.879999999999999,linear
2022-02-28,8.89,linear
2022-03-01,8.9,linear
2022-03-02,8.91,linear
2022-03-03,8.92,linear
2022-03-04,8.93,linear
2022-03-05,8.940000000000001,linear
2022-03-06,8.95,linear
2022-03-07,8.96,linear
2022-03-08,8.969999999999999,linear
2022-03-09,8.98,linear
2022-03-10,8.99,linear
2022-03-11,9.0,linear
2022-03-12,9.01,linear
2022-03-13,9.02,linear
2022-03-14,9.03,linear
2022-03-15,9.040000000000001,linear
2022-03-16,9.05,linear
2022-03-17,9.06,linear
2022-03-18,9.07,linear
2022-03-19,9.08,linear
2022-03-20,9.09,linear
2022-03-21,9.1,linear
2022-03-22,9.11,linear
2022-03-23,9.120000000000001,linear
2022-03-24,9.13,linear
2022-03-25,9.14,linear
2022-03-26,9.15,linear
2022-03-27,9.16,linear
2022-03-28,9.17,linear
2022-03-29,9.18,linear
2022-03-30,9.19,linear
2022-03-31,9.2,linear
2022-04-01,9.21,linear
2022-04-02,9.22,linear
2022-04-03,9.23,linear
2022-04-04,9.24,linear
2022-04-05,9.25,linear
2022-04-06,9.26,linear
2022-04-07,9.27,linear
2022-04-08,9.28,linear
2022-04-09,9.290000000000001,linear
2022-04-10,9.3,linear
2022-04-11,9.31,linear
2022-04-12,9.32,linear
2022-04-13,9.33,linear
2022-04-14,9.34,linear
2022-04-15,9.35,linear
2022-04-16,9.36,linear
2022-04-17,9.370000000000001,linear
2022-04-18,9.38,linear
2022-04-19,9.39,linear
2022-04-20,9.4,linear
2022-04-21,9.41,linear
2022-04-22,9.42,linear
2022-04-23,9.43,linear
2022-04-24,9.44,linear
2022-04-25,9.45,linear
2022-04-26,9.46,linear
2022-04-27,9.47,linear
2022-04-28,9.48,linear
2022-04-29,9.49,linear
2022-04-30,9.5,linear
2022-05-01,9.51,linear
2022-05-02,9.52,linear
2022-05-03,9.53,linear
2022-05-04,9.540000000000001,linear
2022-05-05,9.55,linear
2022-05-06,9.56,linear
2022-05-07,9.57,linear
2022-05-08,9.58,linear
2022-05-09,9.59,linear
2022-05-10,9.6,linear
2022-05-11,9.61,linear
2022-05-12,9.620000000000001,linear
2022-05-13,9.63,linear
2022-05-14,9.64,linear
2022-05-15,9.65,linear
2022-05-16,9.66,linear
2022-05-17,9.67,linear
2022-05-18,9.68,linear
2022-05-19,9.69,linear
2022-05-20,9.700000000000001,linear
2022-05-21,9.71,linear
2022-05-22,9.72,linear
2022-05-23,9.73,linear
2022-05-24,9.74,linear
2022-05-25,9.75,linear
2022-05-26,9.76,linear
2022-05-27,9.77,linear
2022-05-28,9.78,linear
2022-05-29,9.790000000000001,linear
2022-05-30,9.8,linear
2022-05-31,9.81,linear
2022-06-01,9.82,linear
2022-06-02,9.83,linear
2022-06-03,9.84,linear
2022-06-04,9.85,linear
2022-06-05,9.86,linear
2022-06-06,9.870000000000001,linear
2022-06-07,9.88,linear
2022-06-08,9.89,linear
2022-06-09,9.9,linear
2022-06-10,9.91,linear
2022-06-11,9.92,linear
2022-06-12,9.93,linear
2022-06-13,9.94,linear
2022-06-14,9.950000000000001,linear
2022-06-15,9.96,linear
2022-06-16,9.97,linear
2022-06-17,9.98,linear
2022-06-18,9.99,linear
2022-06-19,10.0,linear
2022-06-20,10.01,linear
2022-06-21,10.02,linear
2022-06-22,10.03,linear
2022-06-23,10.040000000000001,linear
2022-06-24,10.05,linear
2022-06-25,10.06,linear
2022-06-26,10.07,linear
2022-06-27,10.08,linear
2022-06-28,10.09,linear
2022-06-29,10.1,linear
2022-06-30,10.11,linear
2022-07-01,10.120000000000001,linear
2022-07-02,10.13,linear
2022-07-03,10.14,linear
2022-07-04,10.15,linear
2022-07-05,10.16,linear
2022-07-06,10.17,linear
2022-07-07,10.18,linear
2022-07-08,10.19,linear
2022-07-09,10.200000000000001,linear
2022-07-10,10.21,linear
2022-07-11,10.22,linear
2022-07-12,10.23,linear
2022-07-13,10.24,linear
2022-07-14,10.25,linear
2022-07-15,10.26,linear
2022-07-16,10.27,linear
2022-07-17,10.28,linear
2022-07-18,10.290000000000001,linear
2022-07-19,10.3,linear
2022-07-20,10.31,linear
2022-07-21,10.32,linear
2022-07-22,10.33,linear
2022-07-23,10.34,linear
2022-07-24,10.35,linear
2022-07-25,10.36,linear
2022-07-26,10.370000000000001,linear
2022-07-27,10.38,linear
2022-07-28,10.39,linear
2022-07-29,10.4,linear
2022-07-30,10.41,linear
2022-07-31,10.42,linear
2022-08-01,10.43,linear
2022-08-02,10.44,linear
2022-08-03,10.450000000000001,linear
2022-08-04,10.46,linear
2022-08-05,10.47,linear
